system,fault_bus,branch,t_clear,mean_dd,max_dd,mean_w,max_w,spread_dd,ke_clear,unstable
9-bus,4,4-5,0.24714285714285714,0.705974354065963,0.9854158859277589,5.1710505111706375,7.286438982127345,0.37987446829043575,1.3926172060455126,0
9-bus,4,4-5,0.2723809523809524,0.841233083311718,1.1644781608571728,5.544157060889149,7.865107754184951,0.45035971340598346,1.6107630081211735,0
9-bus,4,4-5,0.29761904761904767,0.9856583591582835,1.3603633609656682,5.897772646422838,8.41451086176224,0.5251286823913119,1.8329747690205218,0
9-bus,4,4-5,0.3228571428571429,1.138781501058736,1.579356079988368,6.2337094344066415,8.934790353407195,0.6039042361662436,2.0577572241621676,0
9-bus,4,4-5,0.3480952380952381,1.3001773707227844,1.8111143246997796,6.55360602907917,9.42616284112399,0.6864325364629339,2.283808348642634,1
9-bus,4,4-5,0.3733333333333334,1.4694600162013074,2.0549123900129276,6.858929618939885,9.888954281649712,0.7724786808480569,2.5099989774288938,1
9-bus,4,4-5,0.39857142857142863,1.6462783856774301,2.3100344572277436,7.150979353118893,10.32362565515399,0.8618232035387051,2.735357839210592,1
9-bus,4,4-5,0.42380952380952386,1.8303121426597322,2.575778224566606,7.430891027123811,10.73078898517998,0.9542593990506762,2.9590595470136836,1
9-bus,4,4-5,0.4490476190476191,2.021267617900411,2.8514588180132208,7.699643284729462,11.111213566937582,1.0495913786452347,3.1804136125742204,1
9-bus,4,4-5,0.4742857142857143,2.2188739403336544,3.136412739829984,7.958065590625211,11.465822740045756,1.147632738661287,3.3988531665673904,1
9-bus,4,4-5,0.4995238095238096,2.4228793924516423,3.4300016237101563,8.206848146100917,11.795682145154307,1.248205702113703,3.6139227075752416,1
9-bus,4,4-5,0.5247619047619048,2.633048042057313,3.7316156012485466,8.446553815510725,12.101980799001927,1.351140596296551,3.8252647756117284,1
9-bus,4,4-5,0.55,2.849156698777895,4.040676118425183,8.677631906563883,12.386006806074542,1.4562755385926638,4.032605906840324,1
9-bus,5,5-6,0.02,0.005149156895465394,0.008163908224586569,0.510186946019113,0.8060342164372156,0.0030401972676470674,0.012448132446301587,0
9-bus,5,5-6,0.045238095238095244,0.02573962428806899,0.04044303818567335,1.1142528936242995,1.7360004110828458,0.015062590992016225,0.05969581523442799,0
9-bus,5,5-6,0.07047619047619048,0.06103442344430642,0.09500494379552354,1.6757746441135062,2.5726076982922956,0.03538699825521761,0.13581243722571162,0
9-bus,5,5-6,0.09571428571428572,0.10998641652011504,0.1695552599219522,2.196897313825817,3.320897047400983,0.06315876101678852,0.23488301096972952,0
9-bus,5,5-6,0.12095238095238096,0.1716054198344424,0.2619370455618537,2.6799880513553354,3.9866990590454154,0.09757067283792763,0.351884335495826,0
9-bus,5,5-6,0.14619047619047618,0.24496369290210687,0.37014924283981454,3.127625703660378,4.57651527707117,0.13786849288778033,0.4826440250866577,0
9-bus,5,5-6,0.17142857142857143,0.3292010752517777,0.492361981107612,3.5425833113156746,5.097387096071583,0.18335542738865723,0.6237937099940656,0
9-bus,5,5-6,0.19666666666666668,0.4235295917118489,0.6269284301170415,3.92780346681363,5.5567537769638635,0.23339574620772718,0.7727167878528839,0
9-bus,5,5-6,0.2219047619047619,0.5272373431431473,0.77239295911955,4.286366284899871,5.962302187927829,0.2874176947879557,0.9274906097238342,0
9-bus,5,5-6,0.24714285714285714,0.6396914956698998,0.9274954436303573,4.621450059605643,6.321812700626495,0.34491582926900743,1.0868226115745845,0
9-bus,5,5-6,0.2723809523809524,0.7603401915350162,1.0911716964126201,4.936285334298909,6.718223565749104,0.4054528574372595,1.2499799389194843,0
9-bus,5,5-6,0.29761904761904767,0.8887132321280277,1.2625501628155398,5.234103826149905,7.1661669221384905,0.46866101569230884,1.4167126227469304,0
9-bus,5,5-6,0.3228571428571429,1.0244214277391774,1.440945190384396,5.518084214091346,7.593302876780664,0.5342429602843192,1.5871712204034638,1
9-bus,5,5-6,0.3480952380952381,1.1671545634397618,1.625847332648863,5.791297068025638,8.003039139605722,0.601972106148515,1.7618207713756366,1
9-bus,5,5-6,0.3733333333333334,1.3166779874340715,1.8169112529843536,6.056651089709565,8.399033737790408,0.6716923127643003,1.941353619941625,1
9-bus,5,5-6,0.39857142857142863,1.4728278776725319,2.013941847416076,6.3168423494275885,8.785073531286928,0.7433167943719582,2.1266038584913733,1
9-bus,5,5-6,0.42380952380952386,1.6355052754541193,2.216879189361347,6.574307417679774,9.164934430119775,0.8168261175093722,2.3184656997368602,1
9-bus,5,5-6,0.4490476190476191,1.8046689858096514,2.445357986747723,6.83118033706729,9.542228117138148,0.8922651367439702,2.51781701149846,1
9-bus,5,5-6,0.4742857142857143,1.9803274307058307,2.6909511175458514,7.089252427546467,9.920238413320462,0.9697387013637133,2.7254477044254966,1
9-bus,5,5-6,0.4995238095238096,2.162529505758652,2.9461234647625396,7.349933168312532,10.301748529738743,1.0494059367757693,2.9419909231508004,1
9-bus,5,5-6,0.5247619047619048,2.3513544408692275,3.210991498688016,7.614210041355633,10.688859123938332,1.131472863279814,3.1678534039583237,1
9-bus,5,5-6,0.55,2.5469006139787833,3.4857140913425804,7.882605476711034,11.08279711072017,1.2161830695874984,3.4031403373973976,1
9-bus,3,3-6,0.02,0.005846796683455187,0.01035850520283188,0.5790683645028835,1.0230388481805919,0.003936320652248255,0.015624648109375118,1
9-bus,3,3-6,0.045238095238095244,0.02919982334883971,0.051380258318789396,1.263091030448167,2.209001993986504,0.01949746837299596,0.074440271544591,1
9-bus,3,3-6,0.07047619047619048,0.06918887936434057,0.12095824425787932,1.8979060108708812,3.2876824873626322,0.04582137876907693,0.1682282780375855,1
9-bus,3,3-6,0.09571428571428572,0.12461040085653739,0.21650939549612658,2.486541332987304,4.268796667650068,0.08184741354852286,0.2889141561755032,1
9-bus,3,3-6,0.12095238095238096,0.19433673851806596,0.33568463615736155,3.0319959795236735,5.161184825462784,0.12658617831492114,0.4296267649015204,1
9-bus,3,3-6,0.14619047619047618,0.27731620065764084,0.4763477903423735,3.5372986731692184,5.972890547828051,0.17911303654624208,0.5846462200188426,1
9-bus,3,3-6,0.17142857142857143,0.37257436759434404,0.6365563939718925,4.005549575603915,6.71123232816351,0.238564049632342,0.7493699650709225,1
9-bus,3,3-6,0.19666666666666668,0.47921622655999047,0.8145442243695418,4.439943386198849,7.3828682062275846,0.3041340158792382,0.9202785519664451,1
9-bus,3,3-6,0.2219047619047619,0.5964286447991047,1.0087053808485957,4.843773012511222,7.9938541544775115,0.3750761902255059,1.0948867295601077,1
9-bus,3,3-6,0.24714285714285714,0.7234826954430394,1.217579767345219,5.220414496499287,8.549696896013186,0.4507032092366982,1.2716710497256136,1
9-bus,3,3-6,0.2723809523809524,0.8597353914322946,1.4398398444660985,5.573295774084984,9.055401814404867,0.530388743500894,1.4499718230541627,1
9-bus,3,3-6,0.29761904761904767,1.0046304707489997,1.674278535655028,5.905853553915439,9.515516576105735,0.6135694620024083,1.6298737297620065,1
9-bus,3,3-6,0.3228571428571429,1.1576979987493818,1.9197981861186846,6.22148362293455,9.934171039524967,0.6997470123670876,1.8120743899527592,1
9-bus,3,3-6,0.3480952380952381,1.3185526899268687,2.1754004874710797,6.523489890489657,10.315113952552023,0.7884898783197525,1.9977527199471226,1
9-bus,3,3-6,0.3733333333333334,1.4868909741493346,2.4401772925582494,6.815036415214621,10.661746855659144,0.8794351410741962,2.1884486177055225,1
9-bus,3,3-6,0.39857142857142863,1.6624869162223816,2.713302254189391,7.099104686584481,10.977155514471312,0.9722903143605885,2.3859627665335132,1
9-bus,3,3-6,0.42380952380952386,1.8451871233313721,2.9940232283061223,7.37845585823915,11.264139113891641,1.0668355162705798,2.592280854579518,1
9-bus,3,3-6,0.4490476190476191,2.0349047316142044,3.281655386981012,7.6555947735169,11.525237363686257,1.1629262631729351,2.8095209983227676,1
9-bus,3,3-6,0.4742857142857143,2.231612447747443,3.575574993470698,7.93272974672517,11.76275558689955,1.2604971026397662,3.039896979313575,1
9-bus,3,3-6,0.4995238095238096,2.4353344310806633,3.875213778712029,8.211719404420153,11.97878787581049,1.3595661123058829,3.285682861847219,1
9-bus,3,3-6,0.5247619047619048,2.6461365597698387,4.18005388471561,8.493995657328682,12.17523828698529,1.4602399645726432,3.5491559291006416,1
9-bus,3,3-6,0.55,2.864114323555594,4.4896233148051525,8.780450736293524,12.353840148984915,1.56271871426504,3.8324839552518357,1
9-bus,6,6-7,0.02,0.006192397911312634,0.010362151824564847,0.6134453893333353,1.0233989013249212,0.003983353536248906,0.01794409106812165,0
9-bus,6,6-7,0.045238095238095244,0.03094549963767847,0.051398326299022745,1.3394213646722253,2.2097777012410313,0.01976074417665528,0.08582088383363665,0
9-bus,6,6-7,0.07047619047619048,0.07337637582936309,0.12100069687313808,2.014883992436211,3.28883238512766,0.04651373208440831,0.19475651078146303,0
9-bus,6,6-7,0.09571428571428572,0.13225188302651794,0.21658517231721042,2.643119394171149,4.27028108765178,0.08322039254915063,0.33596755043270143,0
9-bus,6,6-7,0.12095238095238096,0.20642060245868954,0.33580169736722953,3.2273287405559175,5.1629658080702105,0.1289285864196395,0.501958783154888,0
9-bus,6,6-7,0.14619047619047618,0.2948114835996594,0.47651315880423106,3.7706888182560547,5.974931765682407,0.1827500052155105,0.6864497149119388,0
9-bus,6,6-7,0.17142857142857143,0.3964338680519219,0.6367761958720657,4.276400476209115,6.71349905033293,0.2438567860566619,0.8843292351985699,0
9-bus,6,6-7,0.19666666666666668,0.5103785569395862,0.8148237296250551,4.747722409672494,7.385327314497664,0.31148053588897745,1.0916216302652766,0
9-bus,6,6-7,0.2219047619047619,0.6358195173827125,1.0090490445531843,5.187987618805336,7.996474204296961,0.38491349444581147,1.30544876540842,0
9-bus,6,6-7,0.24714285714285714,0.77201576497608,1.2179912729514917,5.600600699475599,8.552448198563786,0.46351145694878015,1.5239763805760531,0
9-bus,6,6-7,0.2723809523809524,0.9183129303316568,1.4403221490968234,5.9890155940818275,9.058256502338331,0.5466979975461783,1.746337173252937,0
9-bus,6,6-7,0.29761904761904767,1.0741440292853512,1.6748339162815875,6.3566950721040065,9.518448612500682,0.6339695015319261,1.972528908591007,1
9-bus,6,6-7,0.3228571428571429,1.2390290057922078,1.9204282848489478,6.7070544826580445,9.937156130226356,0.7249005316594368,2.2032908647001643,1
9-bus,6,6-7,0.3480952380952381,1.4125726884865835,2.1761063531438345,7.043392775165073,10.318129333902036,0.8191491053223826,2.439965042809134,1
9-bus,6,6-7,0.3733333333333334,1.5944608723378295,2.440959415297085,7.368813200059638,10.66477094875436,0.9164615110651209,2.6843486522985573,1
9-bus,6,6-7,0.39857142857142863,1.7844542798228726,2.714160588933272,7.6861345725824295,10.980167464813233,1.0166762984998532,2.93854096578195,1
9-bus,6,6-7,0.42380952380952386,1.9823801543898265,2.994957208201562,7.997791925244312,11.267118249153503,1.1197269874928701,3.2047809636430378,1
9-bus,6,6-7,0.4490476190476191,2.1881211808537837,3.2826639208868613,8.305723569182064,11.528162664832431,1.2256428108649011,3.485263143389817,1
9-bus,6,6-7,0.4742857142857143,2.401601347271356,3.5766564492786292,8.611241048396037,11.765605281365957,1.3345464220347611,3.7819090228560297,1
9-bus,6,6-7,0.4995238095238096,2.6227682900622624,3.8763659630054126,8.914880735268051,12.309580925853652,1.4466469636134254,4.096064136142918,1
9-bus,6,6-7,0.5247619047619048,2.8515717106033964,4.181274023213687,9.216242602294058,12.937973843676007,1.562226315707231,4.428089909777243,1
9-bus,6,6-7,0.55,3.0879377352495267,4.490908043548224,9.51383479509344,13.590843703115901,1.6816159167267264,4.776835478188437,1
9-bus,7,7-8,0.02,0.005893014150752773,0.008661994033964893,0.5839617594452253,0.8551586442428109,0.0036105126829247083,0.017576980732709087,0
9-bus,7,7-8,0.045238095238095244,0.029464567027381122,0.04289918699055262,1.2756604618657017,1.8407815657912119,0.017973876307049844,0.08447774808688448,0
9-bus,7,7-8,0.07047619047619048,0.0698703425308803,0.10072326248113533,1.9182610988991131,2.7473697884303716,0.042420198731863534,0.19242810096478455,0
9-bus,7,7-8,0.09571428571428572,0.12589302861532925,0.1797062607171307,2.5135605275700623,3.6401756362061946,0.07604175063336228,0.33289310589936755,0
9-bus,7,7-8,0.12095238095238096,0.1963659469231486,0.28234037163229997,3.0637824127741253,4.485191935495615,0.11795762378209197,0.498443633821374,0
9-bus,7,7-8,0.14619047619047618,0.2801843694773708,0.40570801707242565,3.5716176389845846,5.283442272631485,0.16732508021399342,0.6828331028179888,0
9-bus,7,7-8,0.17142857142857143,0.37631761196510966,0.5486498723429492,4.0402440373831645,6.036725804548027,0.223351902712831,0.8810549892917657,0
9-bus,7,7-8,0.19666666666666668,0.48382127377998757,0.7100628528997872,4.473316950761782,6.747713251759086,0.2853094684855127,1.0893686276809311,0
9-bus,7,7-8,0.2219047619047619,0.6018487999868244,0.8889229076013514,4.8749241874344165,7.420001687705951,0.3525460124645702,1.305281957725986,1
9-bus,7,7-8,0.24714285714285714,0.7296614316539719,1.084308494639946,5.249503496174087,8.058111268881621,0.4244993454240348,1.5274839948688435,1
9-bus,7,7-8,0.2723809523809524,0.8666356324269056,1.2954230999523892,5.601726115922929,8.667410928758871,0.5007081854542363,1.755726129712715,1
9-bus,7,7-8,0.29761904761904767,1.0122672300588251,1.5216149048730576,5.9363545443007775,9.253966202854153,0.5808212528627772,1.9906581018149996,1
9-bus,7,7-8,0.3228571428571429,1.1661717543726422,1.7623916219278926,6.258085210461125,9.82430897179437,0.6646033435493219,2.2336295648362685,1
9-bus,7,7-8,0.3480952380952381,1.3280807280709894,2.0174285833493393,6.571386753161363,10.385134199048949,0.7519376930151224,2.4864699657461493,1
9-bus,7,7-8,0.3733333333333334,1.4978339133707987,2.2865683365683367,6.880342398959857,10.942931568689108,0.8428240296574724,2.75125738111297,1
9-bus,7,7-8,0.39857142857142863,1.6753676891382625,2.569810210264431,7.188501480160832,11.503560434775927,0.9373717594313045,3.0300815379365518,1
9-bus,7,7-8,0.42380952380952386,1.8606998160558963,2.8672885238879546,7.498741735605904,12.07177636463282,1.0357877184468436,3.3247991118878897,1
9-bus,7,7-8,0.4490476190476191,2.05391086027606,3.1792383437752925,7.813142139281294,12.650719992992816,1.1383579046094068,3.636773110377499,1
9-bus,7,7-8,0.4742857142857143,2.2551225440905136,3.505948056557954,8.132866878272933,13.241388121257232,1.2454226308146692,3.9665861407612546,1
9-bus,7,7-8,0.4995238095238096,2.4644733548116786,3.8476987619692773,8.45806565927832,13.842127225991433,1.3573447587405998,4.313723867677942,1
9-bus,7,7-8,0.5247619047619048,2.6820919763527304,4.204691896858038,8.787803783769563,14.448222980541045,1.4744712538715519,4.676244338165102,1
9-bus,7,7-8,0.55,2.90806957162401,4.576968895974413,9.120046078610747,15.051703102443318,1.5970894170414678,5.050483662325025,1
9-bus,8,8-2,0.02,0.006057315044924322,0.009476607213528943,0.6004687826530853,0.9421116087271048,0.003787492120302339,0.020324197725130458,1
9-bus,8,8-2,0.045238095238095244,0.030315609181764142,0.047775734292895056,1.3137185985110216,2.0844241892280255,0.018954977517878883,0.09825942978868119,1
9-bus,8,8-2,0.07047619047619048,0.0719634119394945,0.11427134843391851,1.9787878971101474,3.176921753121896,0.04499838079553294,0.22537041742673158,1
9-bus,8,8-2,0.09571428571428572,0.12980743263953143,0.20773393853030986,2.597527000861105,4.221785435212926,0.08118440325516552,0.39294452422744663,1
9-bus,8,8-2,0.12095238095238096,0.20270506024138846,0.3269878536852031,3.1721031831716187,5.221103031073547,0.12682365546226027,0.5934459181509822,1
9-bus,8,8-2,0.14619047619047618,0.2895724158179864,0.4709090033309087,3.705002450375345,6.176873341673338,0.1812769460385753,0.8204749477391882,1
9-bus,8,8-2,0.17142857142857143,0.38939224827558433,0.6384226607879084,4.199014647140829,7.091010018541166,0.2439598968027785,1.068704826284973,1
9-bus,8,8-2,0.19666666666666668,0.5012212036889218,0.8285013571747777,4.6571982620273475,7.965344873044717,0.3143455125191874,1.333794390544707,1
9-bus,8,8-2,0.2219047619047619,0.6241959353938341,1.0401628518375323,5.082823887119333,8.801630630105867,0.3919644275555011,1.612278636053805,1
9-bus,8,8-2,0.24714285714285714,0.757537542949032,1.272468165372566,5.4792991245679445,9.601543142261633,0.4764027403579762,1.901442277502182,1
9-bus,8,8-2,0.2723809523809524,0.900553945988757,1.5245196623934254,5.850081347831632,10.366683134344608,0.5672975985648989,2.1991846383202587,1
9-bus,8,8-2,0.29761904761904767,1.0526399933437183,1.7954591738257093,6.198586998263632,11.098577617563523,0.66433095383484,2.503885709560791,1
9-bus,8,8-2,0.3228571428571429,1.2132753356327348,2.084466152819621,6.52810650847973,11.798681184854463,0.7672221035048231,2.81428277814663,1
9-bus,8,8-2,0.3480952380952381,1.3820203052732236,2.3907558647531744,6.841732557552884,12.46837746197547,0.8757197330282133,3.129364849025218,1
9-bus,8,8-2,0.3733333333333334,1.5585102109028164,2.7135776189886283,7.142306801171341,13.108981025022068,0.98959415583223,3.448288947333455,1
9-bus,8,8-2,0.39857142857142863,1.7424485459239563,3.0522130582020965,7.43238717000646,13.721740085644853,1.1086303341305581,3.770319157710294,1
9-bus,8,8-2,0.42380952380952386,1.9335996263742388,3.4059745277276487,7.714235032612791,14.30784017846265,1.2326220915823267,4.094786649823212,1
9-bus,8,8-2,0.4490476190476191,2.1317811269144586,3.7742035519064068,7.989819352183045,14.868408953579278,1.3613677393689425,4.421067266330167,1
9-bus,8,8-2,0.4742857142857143,2.336856893434566,4.156269444323728,8.260833609130875,15.404521988824973,1.494667165862438,4.748572505187228,1
9-bus,8,8-2,0.4995238095238096,2.5487302915401884,4.551568075498183,8.528720669741311,15.917209307694547,1.6323203089745426,5.076749686049312,1
9-bus,8,8-2,0.5247619047619048,2.7673382328956824,4.959520807318499,8.794700657245802,16.407462068881962,1.7741268451765055,5.4050874179542765,1
9-bus,8,8-2,0.55,2.9926458927741937,5.379573591860535,9.059797168806801,16.87623870550435,1.9198868899072614,5.733122960247059,1
9-bus,8,8-9,0.02,0.006057315044924322,0.009476607213528943,0.6004687826530853,0.9421116087271048,0.003787492120302339,0.020324197725130458,0
9-bus,8,8-9,0.045238095238095244,0.030315609181764142,0.047775734292895056,1.3137185985110216,2.0844241892280255,0.018954977517878883,0.09825942978868119,0
9-bus,8,8-9,0.07047619047619048,0.0719634119394945,0.11427134843391851,1.9787878971101474,3.176921753121896,0.04499838079553294,0.22537041742673158,0
9-bus,8,8-9,0.09571428571428572,0.12980743263953143,0.20773393853030986,2.597527000861105,4.221785435212926,0.08118440325516552,0.39294452422744663,0
9-bus,8,8-9,0.12095238095238096,0.20270506024138846,0.3269878536852031,3.1721031831716187,5.221103031073547,0.12682365546226027,0.5934459181509822,0
9-bus,8,8-9,0.14619047619047618,0.2895724158179864,0.4709090033309087,3.705002450375345,6.176873341673338,0.1812769460385753,0.8204749477391882,0
9-bus,8,8-9,0.17142857142857143,0.38939224827558433,0.6384226607879084,4.199014647140829,7.091010018541166,0.2439598968027785,1.068704826284973,0
9-bus,8,8-9,0.19666666666666668,0.5012212036889218,0.8285013571747777,4.6571982620273475,7.965344873044717,0.3143455125191874,1.333794390544707,1
9-bus,8,8-9,0.2219047619047619,0.6241959353938341,1.0401628518375323,5.082823887119333,8.801630630105867,0.3919644275555011,1.612278636053805,1
9-bus,8,8-9,0.24714285714285714,0.757537542949032,1.272468165372566,5.4792991245679445,9.601543142261633,0.4764027403579762,1.901442277502182,1
9-bus,8,8-9,0.2723809523809524,0.900553945988757,1.5245196623934254,5.850081347831632,10.366683134344608,0.5672975985648989,2.1991846383202587,1
9-bus,8,8-9,0.29761904761904767,1.0526399933437183,1.7954591738257093,6.198586998263632,11.098577617563523,0.66433095383484,2.503885709560791,1
9-bus,8,8-9,0.3228571428571429,1.2132753356327348,2.084466152819621,6.52810650847973,11.798681184854463,0.7672221035048231,2.81428277814663,1
9-bus,8,8-9,0.3480952380952381,1.3820203052732236,2.3907558647531744,6.841732557552884,12.46837746197547,0.8757197330282133,3.129364849025218,1
9-bus,8,8-9,0.3733333333333334,1.5585102109028164,2.7135776189886283,7.142306801171341,13.108981025022068,0.98959415583223,3.448288947333455,1
9-bus,8,8-9,0.39857142857142863,1.7424485459239563,3.0522130582020965,7.43238717000646,13.721740085644853,1.1086303341305581,3.770319157710294,1
9-bus,8,8-9,0.42380952380952386,1.9335996263742388,3.4059745277276487,7.714235032612791,14.30784017846265,1.2326220915823267,4.094786649823212,1
9-bus,8,8-9,0.4490476190476191,2.1317811269144586,3.7742035519064068,7.989819352183045,14.868408953579278,1.3613677393689425,4.421067266330167,1
9-bus,8,8-9,0.4742857142857143,2.336856893434566,4.156269444323728,8.260833609130875,15.404521988824973,1.494667165862438,4.748572505187228,1
9-bus,8,8-9,0.4995238095238096,2.5487302915401884,4.551568075498183,8.528720669741311,15.917209307694547,1.6323203089745426,5.076749686049312,1
9-bus,8,8-9,0.5247619047619048,2.7673382328956824,4.959520807318499,8.794700657245802,16.407462068881962,1.7741268451765055,5.4050874179542765,1
9-bus,8,8-9,0.55,2.9926458927741937,5.379573591860535,9.059797168806801,16.87623870550435,1.9198868899072614,5.733122960247059,1
9-bus,9,9-4,0.02,0.005332343472445239,0.00780487964736859,0.5284734277720887,0.7705305989792577,0.0030456092321504325,0.013997274753843209,0
9-bus,9,9-4,0.045238095238095244,0.026671771688532814,0.03865333118089914,1.1552286955069115,1.6585819658751662,0.01513654422642302,0.06738879234666663,0
9-bus,9,9-4,0.07047619047619048,0.06328061087495407,0.09075707097647806,1.7388123264469504,2.455539982667368,0.035674955019824914,0.15391487809684187,0
9-bus,9,9-4,0.09571428571428572,0.11409404906641872,0.16187000534397306,2.281236489470897,3.1796453108096636,0.06388415404978723,0.26722383512504344,0
9-bus,9,9-4,0.12095238095238096,0.17810179711652008,0.24987259663186967,2.7848070144414208,3.9268154242239723,0.09903150940485704,0.40186054130953985,0
9-bus,9,9-4,0.14619047619047618,0.25435527293479426,0.3545117799416374,3.2521043802794907,4.636917697477087,0.14043448981402998,0.5532214525580381,0
9-bus,9,9-4,0.17142857142857143,0.34197422511032377,0.4801136262569572,3.6859580945646635,5.310363686828491,0.18746489814613146,0.7174995115336059,0
9-bus,9,9-4,0.19666666666666668,0.44015260925946437,0.6222543916739962,4.089412772121163,5.94764172750696,0.23955143866254416,0.8916220837594662,0
9-bus,9,9-4,0.2219047619047619,0.5481634882451164,0.7800291051550572,4.465684585755835,6.549408260089816,0.296180819884836,1.07318450758002,0
9-bus,9,9-4,0.24714285714285714,0.6653627093188282,0.9525523571902452,4.818107998891517,7.1165693695154495,0.3568976510135045,1.260381287550107,0
9-bus,9,9-4,0.2723809523809524,0.7911911276235676,1.1389654538103202,5.150074197708226,7.650344902616938,0.4213034356339285,1.4519364200721832,0
9-bus,9,9-4,0.29761904761904767,0.9251751989345388,1.3384448950081376,5.464963978111157,8.152308262473806,0.48905498787763535,1.6470337977827851,0
9-bus,9,9-4,0.3228571428571429,1.0669258463366196,1.5502114925810135,5.76607872634584,8.624396574722956,0.5598625790435684,1.8452481265172826,0
